trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
380,False,"{'e': 0.0010510138597201613, 'a': 0.54}",30,9,40.96472406487482,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'e': 0.001032264857485636, 'a': 0.54}",20,11,17.962498315428117,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'e': 0.0010138503180952866, 'a': 0.54}",25,0,39.53063644102454,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
383,False,"{'e': 0.0009957642750772586, 'a': 0.54}",30,15,-13.459333900429899,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
384,False,"{'e': 0.0009780008683953946, 'a': 0.54}",25,7,30.262102523247265,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'e': 0.0009605543425505355, 'a': 0.54}",30,12,33.13657624596676,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'e': 0.000943419044715683, 'a': 0.54}",20,14,10.315124376957497,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'e': 0.0009265894229044372, 'a': 0.54}",20,10,20.528670715102585,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'e': 0.0009100600241721035, 'a': 0.54}",20,0,32.079899530164994,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
389,False,"{'e': 0.0008938254928488935, 'a': 0.54}",25,5,33.71739735522941,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'e': 0.0008778805688046364, 'a': 0.54}",20,0,27.88023271936,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
391,False,"{'e': 0.0008622200857444541, 'a': 0.54}",20,1,28.993257344408832,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'e': 0.000846838969534835, 'a': 0.54}",20,5,11.394813909568786,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
393,False,"{'e': 0.0008317322365595733, 'a': 0.54}",20,9,13.871552805868733,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'e': 0.0008168949921050291, 'a': 0.54}",30,12,34.15960554932122,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'e': 0.0008023224287742014, 'a': 0.54}",20,10,17.232826838566993,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'e': 0.000788009824929089, 'a': 0.54}",20,15,8.439074270863568,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'e': 0.0007739525431608373, 'a': 0.54}",20,0,31.596751141993106,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
398,False,"{'e': 0.0007601460287871805, 'a': 0.54}",25,14,21.35335110571534,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'e': 0.0007465858083766799, 'a': 0.54}",25,2,33.91621653744997,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'e': 0.0007332674882992965, 'a': 0.54}",25,10,29.36151090828198,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'e': 0.0007201867533028148, 'a': 0.54}",20,13,12.424094439959,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'e': 0.0007073393651146656, 'a': 0.54}",20,12,16.947105392857985,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'e': 0.0006947211610686851, 'a': 0.54}",25,12,26.35199475049094,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'e': 0.0006823280527563772, 'a': 0.54}",20,10,13.661005824022125,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'e': 0.000670156024702232, 'a': 0.54}",25,13,24.546967240560885,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'e': 0.0006582011330626792, 'a': 0.54}",20,3,29.07670676143882,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'e': 0.0006464595043482444, 'a': 0.54}",25,7,30.97337295359381,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'e': 0.0006349273341685073, 'a': 0.54}",20,12,16.009338300742368,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'e': 0.000623600885999445, 'a': 0.54}",35,23,23.530551338158514,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'e': 0.0006124764899727655, 'a': 0.54}",25,11,6.080351430629088,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
411,False,"{'e': 0.0006015505416868399, 'a': 0.54}",30,12,29.519216637394642,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'e': 0.0005908195010388418, 'a': 0.54}",25,9,26.463438314559458,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'e': 0.0005802798910777251, 'a': 0.54}",30,18,20.082789814941187,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'e': 0.0005699282968776604, 'a': 0.54}",25,15,20.07358123968527,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'e': 0.0005597613644315712, 'a': 0.54}",20,10,16.34996726442625,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'e': 0.000549775799564403, 'a': 0.54}",25,13,22.919037943977834,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'e': 0.0005399683668657844, 'a': 0.54}",35,19,31.06443150560515,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'e': 0.0005303358886417241, 'a': 0.54}",30,16,20.692673096502293,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'e': 0.0005208752438850126, 'a': 0.54}",20,13,13.198930220356706,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'e': 0.0005115833672639858, 'a': 0.54}",20,6,21.347406895081768,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'e': 0.0005024572481293321, 'a': 0.54}",20,7,24.49538713414859,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'e': 0.0004934939295386158, 'a': 0.54}",25,6,34.83244635872633,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'e': 0.0004846905072982011, 'a': 0.54}",25,19,9.698717107830635,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'e': 0.00047604412902226977, 'a': 0.54}",20,9,24.347103425878494,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'e': 0.0004675519932086207, 'a': 0.54}",25,11,24.714930799206815,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'e': 0.00045921134833096016, 'a': 0.54}",20,2,28.513284412908003,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'e': 0.00045101949194738277, 'a': 0.54}",20,0,28.897174189697747,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
428,False,"{'e': 0.00044297376982475786, 'a': 0.54}",25,7,28.39496530863884,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'e': 0.00043507157507873255, 'a': 0.54}",20,11,17.4629703261542,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'e': 0.00042731034732907997, 'a': 0.54}",20,8,20.545777681762594,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'e': 0.0004196875718701129, 'a': 0.54}",25,17,12.679615488059827,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'e': 0.00041220077885589877, 'a': 0.54}",20,0,27.74767278207273,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
433,False,"{'e': 0.0004048475425000052, 'a': 0.54}",20,10,16.710355258348827,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'e': 0.0003976254802895262, 'a': 0.54}",25,3,36.81783690020143,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'e': 0.00039053225221312633, 'a': 0.54}",20,10,22.246193575661575,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'e': 0.00038356556000285614, 'a': 0.54}",25,20,8.734501832238275,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'e': 0.000376723146389495, 'a': 0.54}",25,18,10.870458025534381,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'e': 0.00037000279437117374, 'a': 0.54}",25,9,27.63856302469968,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'e': 0.00036340232649504815, 'a': 0.54}",20,8,20.60032902591041,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'e': 0.0003569196041517845, 'a': 0.54}",25,12,28.31016080061449,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'e': 0.00035055252688263275, 'a': 0.54}",20,11,12.693299370667408,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
442,False,"{'e': 0.00034429903169885763, 'a': 0.54}",20,7,24.583027477107326,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'e': 0.0003381570924133134, 'a': 0.54}",20,8,15.119942153855504,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'e': 0.00033212471898394095, 'a': 0.54}",25,15,22.152346804494154,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'e': 0.0003261999568689783, 'a': 0.54}",20,13,13.465005083767066,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'e': 0.0003203808863936687, 'a': 0.54}",25,12,17.04510285634255,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'e': 0.0003146656221282729, 'a': 0.54}",20,12,15.724210086260202,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'e': 0.00030905231227717177, 'a': 0.54}",35,0,48.321702960770025,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
449,False,"{'e': 0.0003035391380788668, 'a': 0.54}",25,15,18.97100078654438,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'e': 0.0002981243132166889, 'a': 0.54}",20,14,13.332031293520824,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'e': 0.0002928060832400124, 'a': 0.54}",20,1,30.394209985163943,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'e': 0.0002875827249958009, 'a': 0.54}",25,19,7.743396352781334,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'e': 0.0002824525460702894, 'a': 0.54}",25,16,20.264808961429956,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'e': 0.0002774138842406257, 'a': 0.54}",30,13,33.00415507185043,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'e': 0.0002724651069362989, 'a': 0.54}",25,20,13.299221532622916,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'e': 0.00026760461071017043, 'a': 0.54}",35,16,27.240088118973972,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'e': 0.000262830820718942, 'a': 0.54}",20,14,10.034620619264707,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'e': 0.00025814219021289583, 'a': 0.54}",25,8,22.120322029586944,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
459,False,"{'e': 0.0002535372000347304, 'a': 0.54}",25,9,26.89619629496154,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'e': 0.00024901435812734363, 'a': 0.54}",25,13,19.853835287199754,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'e': 0.0002445721990503917, 'a': 0.54}",20,6,-3.203675748254809,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
462,False,"{'e': 0.00024020928350547237, 'a': 0.54}",25,8,31.071663442356392,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'e': 0.00023592419786978275, 'a': 0.54}",20,15,10.833639882217344,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'e': 0.00023171555373808968, 'a': 0.54}",20,1,30.931132084141126,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'e': 0.00022758198747287731, 'a': 0.54}",20,0,28.164106378600803,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
466,False,"{'e': 0.0002235221597625153, 'a': 0.54}",25,20,9.844231286472112,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'e': 0.0002195347551873089, 'a': 0.54}",25,0,36.08490250031518,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
468,False,"{'e': 0.00021561848179329395, 'a': 0.54}",20,14,8.872635178883563,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'e': 0.0002117720706736313, 'a': 0.54}",20,8,21.24854415241297,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'e': 0.00020799427555746858, 'a': 0.54}",20,12,11.692289706622173,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'e': 0.00020428387240614045, 'a': 0.54}",20,12,14.027909117897444,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'e': 0.00020063965901656613, 'a': 0.54}",20,15,10.562336564332451,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'e': 0.00019706045463172792, 'a': 0.54}",30,19,20.821340689705444,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'e': 0.00019354509955809418, 'a': 0.54}",30,12,29.673497255525014,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'e': 0.00019009245478986773, 'a': 0.54}",25,19,9.290909998040135,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'e': 0.0001867014016399403, 'a': 0.54}",20,12,15.182955738343104,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'e': 0.0001833708413774254, 'a': 0.54}",25,15,18.379432764117087,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'e': 0.0001800996948716622, 'a': 0.54}",35,22,22.51625848410572,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'e': 0.00017688690224256689, 'a': 0.54}",30,8,35.06614285118014,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'e': 0.0001737314225172212, 'a': 0.54}",20,11,13.465940119584268,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'e': 0.00017063223329259, 'a': 0.54}",25,0,39.57920982816879,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
482,False,"{'e': 0.0001675883304042528, 'a': 0.54}",20,0,29.24159914045408,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
483,False,"{'e': 0.0001645987276010448, 'a': 0.54}",20,9,19.349183217071488,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'e': 0.00016166245622550507, 'a': 0.54}",25,5,38.2098508164098,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'e': 0.00015877856490002055, 'a': 0.54}",25,7,28.275713649664937,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'e': 0.00015594611921857353, 'a': 0.54}",25,18,14.49757390297156,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'e': 0.000153164201443985, 'a': 0.54}",20,12,12.97480518324873,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'e': 0.0001504319102105589, 'a': 0.54}",20,6,25.11816666806102,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'e': 0.0001477483602320339, 'a': 0.54}",30,13,-6.176934499041481,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
490,False,"{'e': 0.00014511268201474042, 'a': 0.54}",20,11,17.92557670896569,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'e': 0.00014252402157587918, 'a': 0.54}",20,8,20.547582709766193,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'e': 0.00013998154016682236, 'a': 0.54}",30,7,-7.538932403653259,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
493,False,"{'e': 0.0001374844140013511, 'a': 0.54}",20,13,15.304475689321556,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'e': 0.00013503183398874292, 'a': 0.54}",20,8,22.24653428830828,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'e': 0.00013262300547161858, 'a': 0.54}",25,17,14.94017837288007,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'e': 0.00013025714796846536, 'a': 0.54}",20,3,28.111405662537592,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'e': 0.000127933494920756, 'a': 0.54}",20,3,28.449881648211104,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'e': 0.00012565129344457507, 'a': 0.54}",25,14,20.64074560223292,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'e': 0.00012340980408667956, 'a': 0.54}",25,18,13.040179350802513,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'e': 0.00012120830058490896, 'a': 0.54}",25,3,32.918038984420384,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'e': 0.00011904606963286932, 'a': 0.54}",20,12,15.292924724997357,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'e': 0.00011692241064881721, 'a': 0.54}",35,23,20.447464843455403,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'e': 0.00011483663554866342, 'a': 0.54}",20,6,24.98123091198737,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'e': 0.00011278806852302912, 'a': 0.54}",30,21,11.398100643223353,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'e': 0.00011077604581827716, 'a': 0.54}",30,24,8.81857952541637,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'e': 0.00010879991552144944, 'a': 0.54}",25,11,22.780460586672895,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'e': 0.00010685903734904262, 'a': 0.54}",25,15,21.536245741936437,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'e': 0.00010495278243955002, 'a': 0.54}",25,1,37.013861364779295,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'e': 0.00010308053314970452, 'a': 0.54}",20,14,8.676771844414631,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'e': 0.00010124168285435794, 'a': 0.54}",20,6,22.26032716087506,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'e': 9.94356357499278e-05, 'a': 0.54}",25,0,34.07804908565713,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1,True,"{'e': 0, 'a': 0}",20,12,15.641573563146734,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'e': 0, 'a': 0}",25,15,18.371146705064312,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'e': 0, 'a': 0}",25,20,8.040548001379179,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'e': 0, 'a': 0}",25,0,38.16789805304258,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
5,True,"{'e': 0, 'a': 0}",30,7,36.9004594785916,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'e': 0, 'a': 0}",20,12,17.325963532573258,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'e': 0, 'a': 0}",35,18,34.1842785533311,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'e': 0, 'a': 0}",25,7,35.8364792178402,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'e': 0, 'a': 0}",25,14,20.985349371603785,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'e': 0, 'a': 0}",25,20,9.478239408335979,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'e': 0, 'a': 0}",25,20,8.47445254104228,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'e': 0, 'a': 0}",20,11,16.285479837654176,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'e': 0, 'a': 0}",20,8,23.6051195060336,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'e': 0, 'a': 0}",30,17,24.548910264170186,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'e': 0, 'a': 0}",25,10,24.05566379376907,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'e': 0, 'a': 0}",20,16,7.966171516051094,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'e': 0, 'a': 0}",25,17,16.32212060543565,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'e': 0, 'a': 0}",25,13,18.515952906469682,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'e': 0, 'a': 0}",25,13,21.141562805153594,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'e': 0, 'a': 0}",30,21,15.31840462133746,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'e': 0, 'a': 0}",35,20,24.789944866423653,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'e': 0, 'a': 0}",30,16,22.367854764198974,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'e': 0, 'a': 0}",20,13,12.960244207936451,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'e': 0, 'a': 0}",35,21,27.28307467630547,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'e': 0, 'a': 0}",25,14,20.880145968338482,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'e': 0, 'a': 0}",30,16,20.929903142360157,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'e': 0, 'a': 0}",20,3,26.556528669385703,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'e': 0, 'a': 0}",20,9,21.267307183253244,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'e': 0, 'a': 0}",20,6,20.22198768755718,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'e': 0, 'a': 0}",25,19,10.727881850111611,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
